Unique_ID,Date_Taken,Time_Taken,Time_Spent,Q1_Role_Title?,Q2_switch_careers?,Q3_Yearly_Salary,Q4_Industry,Q5_Programming_Language,Q6_Salary_Satisfaction,Q7_Work/Life_Balance_Satisfaction,Q8_Coworkers_Satisfaction,Q9_Management_Satisfaction,Q10_Upward_Mobility_Satisfaction,Q11_Learning_Opportunities_Satisfaction,Q12_Difficulty_Level_Entry_to_Data,Q13_Most_Important_Aspect_New_Job,Q14_Gender,Q15_Age,Q16_Country_of_Recidency,Q17_Education_Level,Q18_Ethnicity
62a34b5b5d257a28a30d96a6,6/10/2022,9:47,0:01:20,Data Scientist,No,105000,Finance,Python,8.0,7.0,6.0,6.0,5.0,9.0,Neither easy nor difficult,Better Salary,Male,22,US,Bachelors,White or Caucasian
62a34b7ebae91e4b8b83076c,6/10/2022,9:47,0:02:04,Data Analyst,No,40000,Customer Service,Python,1.0,4.0,4.0,3.0,,5.0,Easy,Better Salary,Male,23,CO,High School,Hispanic or Latino
62a34b99cec54911e9ca6e14,6/10/2022,9:48,0:02:36,Data Engineer,Yes,65000,eCommerce,JavaScript,6.0,6.0,6.0,6.0,6.0,6.0,Difficult,Good Culture,Male,25,EG,High School,Other (Please Specify):Middleeas
62a34bb0f3072dd892624210,6/10/2022,9:48,0:01:05,Data Engineer,Yes,85000,Consulting,Python,5.0,7.0,7.0,6.0,6.0,7.0,Neither easy nor difficult,Better Salary,Male,45,CA,Masters,White or Caucasian
62a34bd0cf2555431730208b,6/10/2022,9:49,0:01:29,Data Analyst,Yes,85000,Healthcare,SQL,7.0,3.0,8.0,6.0,8.0,8.0,Easy,Good Work/Life Balance,Male,24,US,Bachelors,White or Caucasian
62a34bd4f408bae018ed57bd,6/10/2022,9:49,0:03:57,Student,No,40000,Government,R,1.0,9.0,6.0,0.0,0.0,0.0,Difficult,Better Salary,Male,25,US,No Awnser,Black or African American
62a34c66b4da29969c6305af,6/10/2022,9:51,0:01:36,Data Analyst,Yes,85000,Marketing,Python,9.0,8.0,9.0,9.0,8.0,8.0,Difficult,Good Work/Life Balance,Male,26,US,Bachelors,White or Caucasian
62a34d1ff8f756164585465c,6/10/2022,9:54,0:01:41,Data Analyst,No,65000,Tech,R,4.0,7.0,8.0,8.0,5.0,7.0,Easy,Better Salary,Male,23,CA,Bachelors,Asian or Asian American
62a34d4118134ddc75ceb0ed,6/10/2022,9:55,0:01:37,Student,Yes,40000,Culture,Python,1.0,1.0,1.0,0.0,0.0,3.0,Difficult,Remote Work,Female,42,UK,Masters,White or Caucasian
62a34da0f408bae018ed5abd,6/10/2022,9:56,0:01:30,Professor,Yes,65000,Education,Other,0.0,0.0,2.0,0.0,0.0,0.0,Very Difficult,Good Work/Life Balance,Female,42,US,Bachelors,Black or African American
62a34dbb5d257a28a30d9a61,6/10/2022,9:57,0:01:26,Business Analyst,No,40000,Tech,Python,0.0,6.0,5.0,5.0,3.0,1.0,Neither easy nor difficult,Better Salary,Male,25,IN,Masters,Asian or Asian American
62a34e00f8f7561645854954,6/10/2022,9:58,0:02:24,Data Analyst,Yes,105000,Tech,R,8.0,10.0,10.0,10.0,2.0,7.0,Easy,Remote Work,Male,38,US,Masters,White or Caucasian
62a34e082e54c9003e534118,6/10/2022,9:58,0:02:51,Data Engineer,No,40000,Tech,Python,5.0,6.0,6.0,6.0,6.0,4.0,Easy,Better Salary,Male,24,CR,Bachelors,Hispanic or Latino
62a34eb7bc6861bf3176e6d8,6/10/2022,10:01,0:01:37,Data Analyst,Yes,85000,Education,R,7.0,10.0,10.0,10.0,8.0,10.0,Neither easy nor difficult,Good Work/Life Balance,Male,28,US,Bachelors,White or Caucasian
62a34f2af8f7561645854c1c,6/10/2022,10:03,0:01:06,Data Analyst,No,65000,Healthcare,Python,1.0,2.0,8.0,7.0,0.0,0.0,Difficult,Better Salary,Male,21,US,Bachelors,Asian or Asian American
62a34f3bf408bae018ed5e42,6/10/2022,10:03,0:01:13,Data Analyst,Yes,125000,Healthcare,R,10.0,10.0,10.0,10.0,10.0,10.0,Very Easy,Good Culture,Male,39,US,Masters,White or Caucasian
62a34fa418134ddc75ceb509,6/10/2022,10:05,0:03:29,Data Analyst,Yes,40000,Tech,Python,4.0,5.0,5.0,5.0,6.0,8.0,Difficult,Good Work/Life Balance,Male,23,PK,Bachelors,Asian or Asian American
62a34fbacec54911e9ca776f,6/10/2022,10:05,0:01:17,Data Analyst,No,40000,Government,R,1.0,6.0,4.0,3.0,5.0,6.0,Neither easy nor difficult,Good Work/Life Balance,Female,23,AU,Bachelors,White or Caucasian
62a34fc3f3072dd892624a45,6/10/2022,10:05,0:02:03,Data Analyst,Yes,85000,Supply Chain,R,8.0,9.0,8.0,7.0,7.0,8.0,Neither easy nor difficult,Good Work/Life Balance,Male,30,US,Masters,White or Caucasian
62a34ff1f408bae018ed601d,6/10/2022,10:06,0:01:16,Data Analyst,No,65000,Manufacturing,Python,2.0,6.0,2.0,3.0,2.0,2.0,Easy,Better Salary,Male,26,IRL,Masters,White or Caucasian
62a34ff4f3072dd892624b32,6/10/2022,10:06,0:02:18,Data Analyst,Yes,65000,Healthcare,R,3.0,6.0,4.0,6.0,4.0,6.0,Neither easy nor difficult,Better Salary,Male,37,US,Bachelors,White or Caucasian
62a3505bd8c00e9f5419f8df,6/10/2022,10:08,0:01:22,Data Analyst,Yes,85000,Healthcare,Python,3.0,5.0,4.0,5.0,4.0,4.0,Neither easy nor difficult,Better Salary,Female,31,US,Bachelors,White or Caucasian
62a350f7f3072dd892624d05,6/10/2022,10:11,0:02:03,Data Analyst,Yes,40000,Finance,C/C++,5.0,2.0,4.0,3.0,3.0,3.0,Difficult,Good Work/Life Balance,Female,25,ZA,Bachelors,Black or African American
62a35130f3072dd892624d9f,6/10/2022,10:12,0:02:04,Data Analyst,Yes,40000,Healthcare,Python,2.0,6.0,6.0,5.0,4.0,5.0,Easy,Better Salary,Female,26,PL,Bachelors,White or Caucasian
62a351860a77c1a77f65e86b,6/10/2022,10:13,0:01:28,Data Analyst,Yes,85000,Healthcare,SQL,7.0,8.0,8.0,8.0,8.0,7.0,Very Easy,Better Salary,Male,30,US,Bachelors,White or Caucasian
62a3519b24a262602738514a,6/10/2022,10:13,0:01:39,Data Analyst,Yes,85000,Tech,Python,9.0,10.0,10.0,10.0,7.0,9.0,Neither easy nor difficult,Better Salary,Female,39,US,Bachelors,Black or African American
62a35236b4da29969c631214,6/10/2022,10:16,0:00:53,Other,No,40000,Education,Python,1.0,1.0,1.0,0.0,0.0,2.0,Easy,Good Work/Life Balance,Female,28,IN,Masters,Asian or Asian American
62a352a32e54c9003e534981,6/10/2022,10:18,0:01:46,Data Analyst,Yes,85000,Finance,SQL,8.0,8.0,7.0,7.0,10.0,10.0,Very Easy,Good Work/Life Balance,Male,22,US,Bachelors,Other (Please Specify):Mixed ( Caucasian / African-American )
62a352f00a77c1a77f65eae7,6/10/2022,10:19,0:02:45,Data Analyst,Yes,40000,Telecommunication,Python,3.0,2.0,4.0,2.0,2.0,2.0,Neither easy nor difficult,Good Culture,Male,28,MZ,Bachelors,Black or African American
62a353372e54c9003e534a40,6/10/2022,10:20,0:01:44,Manager,No,225000,Tech,R,8.0,10.0,9.0,7.0,5.0,5.0,Neither easy nor difficult,Remote Work,Male,33,US,Masters,White or Caucasian
62a353565d257a28a30da59f,6/10/2022,10:21,0:05:11,Data Analyst,Yes,40000,Finance,SQL,2.0,3.0,3.0,3.0,2.0,4.0,Neither easy nor difficult,Good Work/Life Balance,Female,22,EG,Bachelors,Other (Please Specify):Half Asian half African 
62a353f07dc029e2d66c1783,6/10/2022,10:23,0:01:48,Student,No,40000,Tech,Python,3.0,5.0,5.0,4.0,4.0,5.0,Neither easy nor difficult,Better Salary,Male,27,IN,Bachelors,Other (Please Specify):Brown
62a3545e0f8c8599d5af474b,6/10/2022,10:25,0:03:42,Data Analyst,Yes,125000,Construction,DAX,8.0,8.0,8.0,8.0,10.0,10.0,Easy,Good Work/Life Balance,Male,37,US,Bachelors,Other (Please Specify):Prefer not to ans
62a35472cec54911e9ca82bc,6/10/2022,10:25,0:22:47,Business Analyst,No,65000,Wholesale,R,3.0,4.0,5.0,5.0,4.0,3.0,Difficult,Better Salary,Male,24,US,Masters,White or Caucasian
62a354bdb4da29969c631700,6/10/2022,10:27,0:01:20,Data Analyst,No,65000,Healthcare,R,1.0,4.0,3.0,2.0,0.0,6.0,Difficult,Better Salary,Male,25,UK,Masters,Asian or Asian American
62a354e9cf255543173031ed,6/10/2022,10:27,0:01:24,Data Engineer,No,105000,Healthcare,R,8.0,10.0,8.0,8.0,9.0,10.0,Neither easy nor difficult,Good Culture,Male,28,US,Masters,Black or African American
62a35541f3072dd892625517,6/10/2022,10:29,0:02:07,Data Analyst,Yes,65000,Utilities,Python,5.0,5.0,7.0,7.0,7.0,7.0,Easy,Better Salary,Male,32,UK,Bachelors,White or Caucasian
62a355445d257a28a30dab12,6/10/2022,10:29,0:01:34,Data Analyst,Yes,65000,Government,Python,0.0,7.0,7.0,7.0,0.0,7.0,Easy,Good Culture,Male,29,US,Bachelors,Asian or Asian American
62a35631cf25554317303425,6/10/2022,10:33,0:02:50,Data Analyst,No,65000,Healthcare,R,7.0,5.0,8.0,6.0,5.0,10.0,Difficult,"Other (Please Specify):Want to move from Australia to Canada, so position in desired country ",Female,26,AU,Masters,White or Caucasian
62a357390a77c1a77f65f189,6/10/2022,10:37,0:03:01,Data Engineer,Yes,65000,Tech,Python,0.0,7.0,5.0,0.0,0.0,7.0,Neither easy nor difficult,Remote Work,Male,37,CA,Masters,White or Caucasian
62a3578b0a77c1a77f65f279,6/10/2022,10:39,0:01:44,Data Analyst,No,65000,Supply Chain,R,4.0,6.0,5.0,4.0,5.0,6.0,Neither easy nor difficult,Better Salary,Male,25,US,Bachelors,White or Caucasian
62a357d30f8c8599d5af4ea3,6/10/2022,10:40,0:01:36,Data Analyst,No,40000,Finance,SQL,4.0,4.0,5.0,6.0,6.0,0.0,Difficult,Better Salary,Male,24,IL,High School,White or Caucasian
62a3582e575fa3a5ae88e506,6/10/2022,10:41,0:02:45,Manager,No,150000,Finance,SQL,7.0,8.0,8.0,8.0,7.0,8.0,Easy,Better Salary,Male,52,US,Bachelors,White or Caucasian
62a35878575fa3a5ae88e5d5,6/10/2022,10:43,0:04:22,Data Analyst,Yes,65000,Finance,Python,6.0,10.0,3.0,5.0,0.0,10.0,Difficult,Good Culture,Male,27,SG,Bachelors,Asian or Asian American
62a35981bae91e4b8b8323dd,6/10/2022,10:47,0:01:07,Data Analyst,No,125000,Healthcare,Other,6.0,6.0,3.0,3.0,3.0,3.0,Neither easy nor difficult,Better Salary,Female,29,US,Masters,White or Caucasian
62a35a2c7dc029e2d66c2519,6/10/2022,10:50,0:01:39,Student,No,40000,Tech,Python,3.0,7.0,6.0,7.0,0.0,0.0,Difficult,Better Salary,Male,42,BZ,Associates,White or Caucasian
62a35aa2f8d5efcc22f8075d,6/10/2022,10:52,0:01:24,Data Analyst,Yes,65000,Telecommunication,R,3.0,5.0,6.0,4.0,3.0,7.0,Difficult,Other (Please Specify):All of the options are important to me when looking for a new job,Male,28,US,Masters,White or Caucasian
62a35ababae91e4b8b83269d,6/10/2022,10:52,0:02:39,Data Analyst,Yes,40000,Tech,Python,8.0,8.0,8.0,8.0,8.0,9.0,Neither easy nor difficult,Good Work/Life Balance,Male,44,CR,Bachelors,Hispanic or Latino
62a35ae0575fa3a5ae88ea98,6/10/2022,10:53,0:01:30,Data Engineer,Yes,40000,Tech,Python,5.0,5.0,6.0,5.0,6.0,7.0,Neither easy nor difficult,Remote Work,Male,23,Other,Bachelors,White or Caucasian
62a35ae87dc029e2d66c279b,6/10/2022,10:53,0:01:14,Data Analyst,No,65000,Entertainment,R,1.0,2.0,6.0,4.0,2.0,0.0,Easy,Better Salary,Male,27,US,Bachelors,Hispanic or Latino
62a35b13bc6861bf31770188,6/10/2022,10:54,0:01:05,Data Analyst,No,85000,Construction,Python,3.0,3.0,3.0,2.0,2.0,1.0,Neither easy nor difficult,Good Culture,Male,26,US,Masters,White or Caucasian
62a35b72f408bae018ed76a8,6/10/2022,10:55,0:01:14,Data Analyst,Yes,105000,Healthcare,Excel,3.0,4.0,4.0,4.0,1.0,3.0,Neither easy nor difficult,Better Salary,Male,27,US,Masters,Hispanic or Latino
62a35b965d257a28a30db899,6/10/2022,10:56,0:01:45,Data Analyst,Yes,85000,Retail,Python,0.0,0.0,7.0,1.0,0.0,9.0,Difficult,Better Salary,Male,33,CA,Bachelors,Asian or Asian American
62a35ba3f3072dd892626068,6/10/2022,10:56,0:01:44,Data Analyst,Yes,85000,Aerospace,Python,8.0,10.0,10.0,10.0,10.0,10.0,Easy,Better Salary,Male,28,US,Bachelors,Hispanic or Latino
62a35c890a77c1a77f65fdfa,6/10/2022,11:00,0:01:29,Data Analyst,Yes,40000,Tech,R,2.0,8.0,8.0,7.0,6.0,9.0,Neither easy nor difficult,Better Salary,Male,32,KE,Bachelors,Black or African American
62a35d8f575fa3a5ae88efd6,6/10/2022,11:04,0:02:38,Student,Yes,65000,Food & Beverage,Python,2.0,4.0,6.0,1.0,1.0,1.0,Very Difficult,Better Salary,Male,34,CA,Associates,Asian or Asian American
62a35d95cf25554317304386,6/10/2022,11:04,0:01:04,Data Analyst,No,225000,Tech,Python,10.0,10.0,10.0,8.0,10.0,10.0,Easy,Good Work/Life Balance,Male,28,US,Bachelors,Asian or Asian American
62a35e970a77c1a77f66035a,6/10/2022,11:09,0:01:51,Data Scientist,Yes,150000,Telecommunication,Python,2.0,4.0,1.0,3.0,1.0,7.0,Neither easy nor difficult,Better Salary,Male,27,IN,Bachelors,Other (Please Specify):Indian
62a35eabf408bae018ed7cbc,6/10/2022,11:09,0:01:35,Data Engineer,Yes,65000,Finance,Python,2.0,4.0,5.0,5.0,4.0,6.0,Difficult,Better Salary,Male,22,US,Bachelors,White or Caucasian
62a35f0d24a2626027386a8b,6/10/2022,11:11,0:01:03,Data Analyst,No,85000,Healthcare,Python,3.0,3.0,4.0,1.0,2.0,2.0,Neither easy nor difficult,Better Salary,Male,29,US,Masters,White or Caucasian
62a35f825d257a28a30dc128,6/10/2022,11:13,0:02:17,Data Analyst,No,85000,Healthcare,Python,8.0,10.0,10.0,8.0,5.0,7.0,Neither easy nor difficult,Good Work/Life Balance,Female,31,US,Masters,White or Caucasian
62a35fa0f8f7561645856c35,6/10/2022,11:13,0:01:39,Data Analyst,No,85000,Tech,Python,4.0,5.0,5.0,5.0,4.0,4.0,Easy,Remote Work,Male,28,US,Bachelors,White or Caucasian
62a35fc1f8f7561645856c98,6/10/2022,11:14,0:00:53,Student,No,40000,Healthcare,Python,0.0,0.0,0.0,0.0,0.0,0.0,Neither easy nor difficult,Good Work/Life Balance,Male,24,US,Masters,Asian or Asian American
62a3602318134ddc75ced6b9,6/10/2022,11:15,0:01:19,Data Analyst,No,105000,Government,Other,4.0,5.0,3.0,4.0,2.0,3.0,Easy,Good Culture,Male,34,US,Masters,White or Caucasian
62a360b8f8f7561645856ec4,6/10/2022,11:18,0:01:16,Data Engineer,No,105000,Tech,Python,5.0,3.0,5.0,5.0,4.0,5.0,Difficult,Better Salary,Male,23,US,Bachelors,White or Caucasian
62a360dbd8c00e9f541a16cf,6/10/2022,11:18,0:02:08,Student,No,65000,Construction,Excel,10.0,4.0,10.0,10.0,4.0,10.0,Neither easy nor difficult,Remote Work,Male,32,BEL,Masters,White or Caucasian
62a36146f8f7561645856ff7,6/10/2022,11:20,0:01:31,Data Analyst,Yes,40000,Healthcare,R,6.0,8.0,6.0,6.0,8.0,10.0,Easy,Remote Work,Male,29,AR,High School,Hispanic or Latino
62a361af0f8c8599d5af6277,6/10/2022,11:22,0:01:39,Data Analyst,Yes,40000,Education,Python,0.0,0.0,0.0,0.0,0.0,0.0,Very Difficult,Better Salary,Male,34,NG,Bachelors,Black or African American
62a361cc575fa3a5ae88f908,6/10/2022,11:22,0:00:55,Data Analyst,No,85000,Finance,Python,7.0,5.0,5.0,7.0,9.0,10.0,Very Easy,Remote Work,Male,24,UK,Bachelors,White or Caucasian
62a3620f0f8c8599d5af63a5,6/10/2022,11:23,0:02:19,Analyst,No,85000,Tech,Python,0.0,10.0,6.0,0.0,0.0,0.0,Difficult,Better Salary,Male,30,US,Bachelors,Other (Please Specify):Indian
62a36251d8c00e9f541a199e,6/10/2022,11:25,0:01:59,Data Engineer,No,105000,Entertainment,Python,5.0,5.0,6.0,4.0,5.0,5.0,Difficult,Better Salary,Male,24,US,Masters,Hispanic or Latino
62a36275bc6861bf31771183,6/10/2022,11:25,0:01:52,Data Analyst,Yes,65000,Insurance,Python,6.0,8.0,10.0,9.0,7.0,9.0,Easy,Better Salary,Male,27,US,Bachelors,Other (Please Specify):N/A
62a3636c2e54c9003e536e6b,6/10/2022,11:29,0:03:30,Data Analyst,No,40000,Finance,Python,1.0,2.0,4.0,4.0,4.0,5.0,Neither easy nor difficult,Better Salary,Male,21,IN,Bachelors,Asian or Asian American
62a365c2f8d5efcc22f81e2e,6/10/2022,11:39,0:03:54,Data Analyst,No,40000,Logistics,Python,3.0,5.0,9.0,9.0,,8.0,Very Difficult,Other (Please Specify):Both Good work / life Balance and Good Culture,Male,31,AE,Masters,Black or African American
62a365d5d8c00e9f541a20cf,6/10/2022,11:40,0:02:38,Data Analyst,Yes,40000,Telecommunication,R,5.0,7.0,5.0,5.0,5.0,7.0,Difficult,Better Salary,Male,41,EG,Bachelors,White or Caucasian
62a3670b575fa3a5ae890422,6/10/2022,11:45,0:02:07,Data Analyst,Yes,40000,Tech,Python,0.0,1.0,1.0,0.0,0.0,2.0,Difficult,Better Salary,Male,25,IN,Bachelors,Asian or Asian American
62a3676bb4da29969c633ac7,6/10/2022,11:46,0:03:59,Data Analyst,No,40000,Finance,None,4.0,7.0,8.0,8.0,8.0,9.0,Neither easy nor difficult,Other (Please Specify):an environment that encourages growth like where I work currently and better salary ,Male,24,NG,Bachelors,Black or African American
62a36794b4da29969c633b48,6/10/2022,11:47,0:02:01,Data Analyst,No,40000,Finance,Python,6.0,5.0,6.0,5.0,6.0,6.0,Neither easy nor difficult,Better Salary,Male,30,CO,Masters,Other (Please Specify):African 
62a367d224a2626027387b56,6/10/2022,11:48,0:03:38,Data Analyst,No,225000,Finance,Other,7.0,7.0,7.0,,5.0,7.0,Neither easy nor difficult,Good Work/Life Balance,Male,33,US,Bachelors,White or Caucasian
62a367ed18134ddc75cee697,6/10/2022,11:49,0:02:40,Data Analyst,No,85000,Energy (oil and gas),Altery,7.0,4.0,10.0,9.0,7.0,10.0,Difficult,Better Salary,Male,23,US,Bachelors,Hispanic or Latino
62a36802f8f7561645857e38,6/10/2022,11:49,0:01:34,Data Analyst,Yes,85000,Tech,Python,6.0,6.0,6.0,6.0,6.0,6.0,Difficult,Remote Work,Female,33,UK,Masters,Asian or Asian American
62a3684ebc6861bf31771f15,6/10/2022,11:50,0:00:48,Data Analyst,No,125000,Finance,Python,4.0,4.0,4.0,4.0,4.0,4.0,Neither easy nor difficult,Better Salary,Male,25,US,Bachelors,White or Caucasian
62a3688df8f7561645857f7e,6/10/2022,11:51,0:00:57,Data Analyst,No,40000,Marketing,Python,5.0,5.0,5.0,5.0,5.0,5.0,Neither easy nor difficult,Remote Work,Female,27,XK,Masters,White or Caucasian
62a368ee2e54c9003e537e4a,6/10/2022,11:53,0:01:45,Data Analyst,Yes,40000,Finance,C/C++,5.0,10.0,10.0,8.0,10.0,10.0,Very Easy,Good Work/Life Balance,Male,30,UK,Bachelors,White or Caucasian
62a369280a77c1a77f661ad0,6/10/2022,11:54,0:02:41,Data Analyst,Yes,40000,Tech,Python,0.0,3.0,,,,6.0,Neither easy nor difficult,Remote Work,Male,29,NG,Bachelors,Black or African American
62a36969f8f756164585821d,6/10/2022,11:55,0:03:43,Analyst,Yes,40000,Healthcare,Python,10.0,2.0,8.0,5.0,0.0,6.0,Easy,Better Salary,Male,25,IN,Masters,Other (Please Specify):Indian
62a3697ff408bae018ed948b,6/10/2022,11:55,0:01:28,Data Analyst,No,105000,Telecommunication,None,7.0,7.0,5.0,7.0,7.0,7.0,Easy,Remote Work,Male,40,US,High School,Hispanic or Latino
62a36ac6cf255543173063d8,6/10/2022,12:01,0:02:59,Data Analyst,No,65000,Government,Other,6.0,10.0,8.0,8.0,4.0,4.0,Neither easy nor difficult,Better Salary,Female,29,CA,Bachelors,Other (Please Specify)
62a36ad1f408bae018ed9793,6/10/2022,12:01,0:04:44,Data Analyst,No,65000,Other,Python,0.0,3.0,3.0,3.0,3.0,,Difficult,Remote Work,Male,29,IN,Masters,Asian or Asian American
62a36b6c24a26260273882a2,6/10/2022,12:03,0:01:40,Data Analyst,Yes,40000,Education,Python,1.0,2.0,2.0,3.0,3.0,4.0,Neither easy nor difficult,Better Salary,Male,28,NG,Masters,Black or African American
62a36b862e54c9003e5383c6,6/10/2022,12:04,0:02:21,Data Engineer,No,105000,Hospitality,C/C++,5.0,2.0,0.0,2.0,0.0,0.0,Neither easy nor difficult,Good Work/Life Balance,Male,34,UK,Bachelors,White or Caucasian
62a36d12f8d5efcc22f82cd8,6/10/2022,12:10,0:02:58,Student,No,40000,Tech,Python,0.0,4.0,7.0,6.0,7.0,8.0,Easy,Other (Please Specify):Learning possibilities,Male,24,BEL,Masters,White or Caucasian
62a36d3124a262602738862c,6/10/2022,12:11,0:02:23,Data Analyst,Yes,40000,Telecommunication,Python,5.0,8.0,8.0,9.0,7.0,9.0,Very Easy,Better Salary,Male,26,IQ,Bachelors,Other (Please Specify):Kurdish
62a36e470a77c1a77f662470,6/10/2022,12:16,0:01:21,Data Analyst,No,150000,Tech,Python,10.0,5.0,10.0,10.0,6.0,10.0,Difficult,Good Work/Life Balance,Male,28,US,Bachelors,Hispanic or Latino
62a36e7024a262602738890a,6/10/2022,12:16,0:00:59,Student,No,40000,Education,R,5.0,4.0,4.0,4.0,5.0,5.0,Difficult,Good Work/Life Balance,Male,25,DE,Masters,White or Caucasian
62a36fe67dc029e2d66c5303,6/10/2022,12:23,0:02:52,Data Analyst,Yes,40000,Tech,Python,1.0,4.0,9.0,7.0,8.0,10.0,Easy,Better Salary,Male,33,CO,Bachelors,Hispanic or Latino
62a3701f575fa3a5ae89164e,6/10/2022,12:23,0:01:01,Data Analyst,Yes,85000,Finance,Python,4.0,4.0,6.0,3.0,4.0,0.0,Neither easy nor difficult,Remote Work,Male,30,IRL,Masters,White or Caucasian
62a370635d257a28a30de5eb,6/10/2022,12:25,0:02:51,Data Analyst,Yes,40000,Finance,Python,1.0,1.0,1.0,1.0,1.0,1.0,Very Difficult,Better Salary,Male,35,IN,Bachelors,Other (Please Specify):Indian
62a37128d8c00e9f541a39dd,6/10/2022,12:28,0:01:57,Data Analyst,No,40000,Automotive,None,5.0,2.0,5.0,5.0,3.0,4.0,Difficult,Better Salary,Male,25,RO,Bachelors,White or Caucasian
62a3715124a2626027388f02,6/10/2022,12:29,0:01:21,Data Analyst,No,40000,Real Estate,Python,4.0,7.0,9.0,5.0,2.0,8.0,Easy,Better Salary,Male,23,Other,Bachelors,White or Caucasian
62a37222cf2555431730732d,6/10/2022,12:32,0:02:10,Data Engineer,No,40000,Healthcare,Python,6.0,6.0,6.0,5.0,4.0,7.0,Neither easy nor difficult,Good Work/Life Balance,Male,24,MX,Bachelors,Hispanic or Latino
62a373efbc6861bf3177360b,6/10/2022,12:40,0:02:40,Data Analyst,Yes,225000,Education,SQL,8.0,9.0,9.0,7.0,6.0,6.0,Neither easy nor difficult,Better Salary,Male,27,US,Masters,Black or African American
62a3759e5d257a28a30def3a,6/10/2022,12:47,0:01:24,Data Analyst,Yes,85000,Manufacturing,Python,4.0,10.0,10.0,8.0,5.0,6.0,Neither easy nor difficult,Remote Work,Male,32,US,Bachelors,Asian or Asian American
62a3777624a262602738997e,6/10/2022,12:55,0:01:55,Data Analyst,Yes,65000,Tech,Python,3.0,5.0,4.0,4.0,4.0,4.0,Neither easy nor difficult,Good Work/Life Balance,Male,50,CA,Bachelors,White or Caucasian
62a377987dc029e2d66c638d,6/10/2022,12:55,0:01:25,Data Architect,Yes,85000,Food & Beverage,Python,7.0,7.0,8.0,9.0,10.0,10.0,Neither easy nor difficult,Remote Work,Male,29,US,High School,White or Caucasian
62a377f424a2626027389af3,6/10/2022,12:57,0:03:54,Data Analyst,Yes,40000,Telecommunication,R,2.0,8.0,7.0,6.0,5.0,6.0,Neither easy nor difficult,Good Work/Life Balance,Male,41,Other,Bachelors,Hispanic or Latino
62a3784c0f8c8599d5af8fbc,6/10/2022,12:58,0:01:54,Data Integrety,No,40000,Utilities,R,1.0,7.0,7.0,1.0,4.0,10.0,Neither easy nor difficult,Better Salary,Male,23,US,Associates,White or Caucasian
62a37a43d8c00e9f541a4a7c,6/10/2022,13:07,0:03:34,Data Analyst,Yes,40000,Finance,Python,4.0,7.0,8.0,7.0,8.0,8.0,Difficult,Better Salary,Male,31,NG,Bachelors,Black or African American
62a37a7818134ddc75cf0d4c,6/10/2022,13:08,0:01:27,Data Analyst,No,40000,Healthcare,Python,0.0,10.0,10.0,10.0,10.0,10.0,Difficult,Better Salary,Male,22,Other,Bachelors,Native Hawaiian or other Pacific Islander
62a37aa1cf255543173081e5,6/10/2022,13:08,0:01:51,Data Analyst,No,85000,Finance,Python,3.0,5.0,5.0,5.0,3.0,3.0,Very Difficult,Better Salary,Male,29,US,Masters,Hispanic or Latino
62a37ad924a2626027389f8a,6/10/2022,13:09,0:02:04,Data Scientist,Yes,40000,Tech,Python,4.0,4.0,4.0,0.0,0.0,6.0,Difficult,Good Culture,Male,23,MY,Bachelors,Other (Please Specify):Indian
62a37b7db4da29969c636123,6/10/2022,13:12,0:01:25,Student,No,40000,Customer service ,None,0.0,0.0,1.0,1.0,0.0,1.0,Neither easy nor difficult,Remote Work,Female,24,US,High School,Hispanic or Latino
62a37bab2e54c9003e53a10a,6/10/2022,13:13,0:02:09,Data Analyst,Yes,85000,Manufacturing,Python,5.0,9.0,10.0,10.0,5.0,10.0,Neither easy nor difficult,Better Salary,Male,26,US,Bachelors,Black or African American
62a37c50cec54911e9cacee2,6/10/2022,13:16,0:01:30,Student,Yes,40000,Finance,Python,4.0,3.0,5.0,2.0,2.0,3.0,Difficult,Good Culture,Male,31,IN,Bachelors,Asian or Asian American
62a37d41bae91e4b8b8369f7,6/10/2022,13:20,0:01:31,Data Analyst,Yes,40000,Sports,Python,1.0,1.0,1.0,1.0,7.0,9.0,Neither easy nor difficult,Remote Work,Male,22,NG,Bachelors,Black or African American
62a37f8db4da29969c6367bf,6/10/2022,13:29,0:02:32,Data Analyst,Yes,85000,eCommerce,Python,7.0,8.0,10.0,8.0,7.0,5.0,Neither easy nor difficult,Remote Work,Male,31,DE,Bachelors,White or Caucasian
62a37ff3bae91e4b8b836ed0,6/10/2022,13:31,0:01:21,Student,Yes,40000,Tech,Python,0.0,4.0,0.0,0.0,4.0,5.0,Neither easy nor difficult,Better Salary,Male,27,US,Masters,Asian or Asian American
62a38023575fa3a5ae89339e,6/10/2022,13:32,0:01:32,Student,No,40000,Student,Python,1.0,1.0,2.0,1.0,1.0,1.0,Difficult,Better Salary,Female,25,US,Bachelors,Asian or Asian American
62a38153cec54911e9cad855,6/10/2022,13:37,0:24:18,Data Analyst,Yes,40000,Healthcare,Python,4.0,10.0,10.0,8.0,8.0,10.0,Easy,Good Work/Life Balance,Male,30,CO,Masters,Hispanic or Latino
62a381d024a262602738ab19,6/10/2022,13:39,0:01:44,Data Analyst,Yes,65000,Healthcare,R,0.0,6.0,5.0,6.0,0.0,2.0,Easy,Other (Please Specify):Opportunities for growth ,Male,28,US,Masters,Hispanic or Latino
